"ENSG_id","SRR7351059","SRR7351063","SRR7351065","SRR7351060","SRR7351064","SRR7351066"
"ENSG00000207978",0,0,0,0,0,0
"ENSG00000207979",0,0,0,0,0,0
"ENSG00000207980",34,20,20,17,48,10
"ENSG00000207981",0,0,0,0,0,0
"ENSG00000207982",0,0,0,0,0,0
"ENSG00000207983",2,0,0,2,0,1
"ENSG00000207984",0,0,0,0,0,0
"ENSG00000207987",0,0,0,0,0,0
"ENSG00000207988",4,2,0,1,0,3
"ENSG00000207989",0,0,0,0,0,0
"ENSG00000207990",0,0,0,0,0,0
"ENSG00000207991",16,4,3,5,6,2
"ENSG00000207992",0,0,0,0,0,0
"ENSG00000207993",0,0,0,0,0,0
"ENSG00000207994",0,0,0,0,0,0
"ENSG00000207995",0,0,0,0,0,0
"ENSG00000207996",0,0,0,0,0,0
"ENSG00000207997",15,2,6,4,4,6
"ENSG00000208000",0,0,0,0,0,0
"ENSG00000208001",0,0,0,0,0,0
"ENSG00000208002",4,7,2,6,3,1
"ENSG00000208003",0,1,0,0,0,0
"ENSG00000208004",0,0,0,0,0,0
"ENSG00000208005",0,0,0,0,0,0
"ENSG00000208006",0,0,2,0,0,0
"ENSG00000208008",0,0,0,0,0,0
"ENSG00000208009",0,0,0,0,0,0
"ENSG00000208012",0,0,0,0,0,0
"ENSG00000208013",2,0,3,0,0,0
"ENSG00000208014",0,0,0,0,0,0
"ENSG00000208015",0,0,0,0,0,0
"ENSG00000208017",1,0,5,0,1,3
"ENSG00000208018",5,6,4,7,9,0
"ENSG00000208022",1,1,2,0,0,2
"ENSG00000208023",4,6,4,3,2,2
"ENSG00000208024",0,0,0,0,0,0
"ENSG00000208025",0,1,0,0,0,0
"ENSG00000208027",0,0,0,0,0,0
"ENSG00000208028",247,85,104,101,64,77
"ENSG00000208032",0,0,0,1,0,0
"ENSG00000208033",0,0,0,0,0,0
"ENSG00000208036",2,3,4,0,0,1
"ENSG00000208037",2,0,0,2,0,1
"ENSG00000208308",2,2,2,1,1,1
"ENSG00000208772",19,17,10,31,7,3
"ENSG00000208797",0,0,0,0,0,0
"ENSG00000208839",0,0,0,0,0,0
"ENSG00000208883",3,0,0,2,1,0
"ENSG00000208892",1,2,2,4,3,0
"ENSG00000209042",30,14,21,19,7,16
"ENSG00000209082",0,0,0,0,0,0
"ENSG00000209480",0,0,0,0,0,0
"ENSG00000209482",26,31,10,24,14,9
"ENSG00000209582",0,0,0,0,0,0
"ENSG00000209645",0,0,0,0,0,0
"ENSG00000209702",0,0,0,0,0,0
"ENSG00000210049",0,1,0,2,1,2
"ENSG00000210077",0,0,0,0,0,0
"ENSG00000210082",204824,135311,166871,269753,129893,124255
"ENSG00000210100",0,0,0,0,0,0
"ENSG00000210107",60,25,62,61,24,36
"ENSG00000210112",0,0,0,0,0,0
"ENSG00000210117",479,139,375,492,99,225
"ENSG00000210127",59,14,29,45,16,17
"ENSG00000210135",0,0,0,0,0,0
"ENSG00000210140",0,0,0,0,0,0
"ENSG00000210144",27,8,29,22,8,17
"ENSG00000210151",193,74,161,167,48,80
"ENSG00000210154",0,0,0,0,0,0
"ENSG00000210156",0,0,0,0,0,0
"ENSG00000210164",0,0,0,0,0,0
"ENSG00000210174",0,0,0,0,0,0
"ENSG00000210176",0,0,0,0,0,0
"ENSG00000210181",0,1,1,1,2,1
"ENSG00000210184",0,0,0,0,0,0
"ENSG00000210191",0,0,0,0,0,0
"ENSG00000210194",43,34,61,38,19,32
"ENSG00000210195",82,27,49,100,38,30
"ENSG00000210196",334,117,371,256,56,159
"ENSG00000210678",0,0,0,0,0,0
"ENSG00000210709",0,0,0,0,0,0
"ENSG00000210741",0,2,0,0,0,0
"ENSG00000210825",0,0,0,0,0,0
"ENSG00000210839",0,0,0,0,0,0
"ENSG00000210841",0,0,0,2,0,0
"ENSG00000211137",0,0,0,0,0,0
"ENSG00000211445",31,20,74,32,24,33
"ENSG00000211448",1,0,0,1,0,0
"ENSG00000211450",418,531,239,650,410,148
"ENSG00000211451",34,26,13,45,20,8
"ENSG00000211452",0,2,2,0,2,0
"ENSG00000211454",7,5,0,7,0,2
"ENSG00000211455",1570,1417,2382,1644,1434,1747
"ENSG00000211456",1864,1717,1630,2157,1296,1030
"ENSG00000211459",51946,34625,41405,66056,22118,33334
"ENSG00000211460",916,990,657,1311,706,387
"ENSG00000211491",1,0,1,0,0,0
"ENSG00000211513",36,25,38,32,35,7
"ENSG00000211514",0,1,0,0,0,0
"ENSG00000211520",0,0,0,0,0,0
"ENSG00000211532",0,0,0,0,0,0
"ENSG00000211538",0,0,0,0,0,0
"ENSG00000211543",0,0,0,0,0,0
"ENSG00000211563",0,0,0,0,0,0
"ENSG00000211568",0,0,0,0,0,0
"ENSG00000211574",0,0,0,0,0,0
"ENSG00000211575",0,0,0,0,0,0
"ENSG00000211578",4,4,0,1,1,0
"ENSG00000211579",0,0,0,0,0,0
"ENSG00000211580",0,1,1,2,1,1
"ENSG00000211581",2,11,12,5,2,8
"ENSG00000211582",0,0,0,0,0,0
"ENSG00000211583",0,0,0,0,0,0
"ENSG00000211584",211,241,300,282,175,248
"ENSG00000211590",0,0,0,0,0,0
"ENSG00000211591",1,4,1,3,3,1
"ENSG00000211592",4440,1238,1571,3917,1850,637
"ENSG00000211593",12,12,12,24,13,4
"ENSG00000211594",10,21,7,27,10,3
"ENSG00000211595",12,11,5,14,6,1
"ENSG00000211596",0,0,0,0,0,0
"ENSG00000211597",8,11,10,6,5,7
"ENSG00000211598",130,52,301,97,38,140
"ENSG00000211599",4,3,1,3,0,1
"ENSG00000211611",3,1,6,4,4,3
"ENSG00000211623",0,1,0,0,0,0
"ENSG00000211625",4,1,1,5,0,1
"ENSG00000211626",0,0,0,0,0,0
"ENSG00000211632",0,1,0,3,0,0
"ENSG00000211633",0,0,0,0,0,0
"ENSG00000211637",19,11,2,17,2,0
"ENSG00000211638",46,13,16,37,3,4
"ENSG00000211639",5,5,0,1,1,0
"ENSG00000211640",35,8,12,21,6,7
"ENSG00000211641",0,1,0,0,0,0
"ENSG00000211642",1,5,11,1,7,5
"ENSG00000211643",44,47,73,59,27,41
"ENSG00000211644",56,31,36,175,16,16
"ENSG00000211645",0,5,1,3,3,2
"ENSG00000211647",0,0,0,0,0,0
"ENSG00000211648",52,38,35,43,22,4
"ENSG00000211649",44,8,2,22,19,1
"ENSG00000211650",22,3,4,5,3,0
"ENSG00000211651",95,43,23,84,40,10
"ENSG00000211652",11,6,5,18,3,2
"ENSG00000211653",75,29,23,58,27,5
"ENSG00000211654",2,1,1,1,0,0
"ENSG00000211655",6,1,7,2,1,0
"ENSG00000211656",0,0,0,0,0,0
"ENSG00000211657",0,0,0,0,0,0
"ENSG00000211658",11,8,1,0,2,0
"ENSG00000211659",23,13,5,19,7,3
"ENSG00000211660",61,15,27,31,22,4
"ENSG00000211661",0,0,0,0,0,0
"ENSG00000211662",10,14,1,13,14,3
"ENSG00000211663",44,21,31,43,17,4
"ENSG00000211664",9,5,0,17,3,1
"ENSG00000211665",0,4,0,1,1,0
"ENSG00000211666",43,38,17,45,26,5
"ENSG00000211667",2,4,1,2,2,0
"ENSG00000211668",20,21,16,27,18,3
"ENSG00000211669",19,1,3,7,2,0
"ENSG00000211670",22,5,6,27,10,1
"ENSG00000211672",1,1,0,0,0,0
"ENSG00000211673",9,12,7,16,11,0
"ENSG00000211674",0,0,0,0,0,0
"ENSG00000211675",0,0,0,0,0,0
"ENSG00000211676",1,0,0,3,0,0
"ENSG00000211677",494,148,110,447,180,39
"ENSG00000211678",1,0,0,1,0,0
"ENSG00000211679",147,49,50,147,61,9
"ENSG00000211680",0,2,0,0,0,0
"ENSG00000211681",0,0,0,0,0,0
"ENSG00000211682",0,0,0,0,0,0
"ENSG00000211683",2,0,9,4,5,3
"ENSG00000211684",0,0,0,0,0,0
"ENSG00000211685",0,1,3,6,0,0
"ENSG00000211687",13,1,2,6,2,0
"ENSG00000211688",12,10,7,15,7,2
"ENSG00000211689",548,297,322,947,269,92
"ENSG00000211690",6,1,0,6,2,3
"ENSG00000211691",3,2,6,4,0,0
"ENSG00000211692",8,6,4,9,5,2
"ENSG00000211693",2,0,0,1,1,1
"ENSG00000211694",97,73,40,123,37,9
"ENSG00000211695",213,52,52,327,38,31
"ENSG00000211696",76,42,71,137,16,34
"ENSG00000211697",91,65,18,119,27,12
"ENSG00000211698",78,74,26,121,47,11
"ENSG00000211699",104,94,25,105,51,7
"ENSG00000211701",0,1,0,0,0,1
"ENSG00000211706",84,49,10,111,35,3
"ENSG00000211707",0,0,0,0,0,0
"ENSG00000211710",84,58,8,111,54,1
"ENSG00000211713",5,7,0,9,3,0
"ENSG00000211714",36,26,18,50,16,2
"ENSG00000211715",1,1,1,1,1,0
"ENSG00000211716",75,57,8,79,24,2
"ENSG00000211717",2,6,2,11,4,0
"ENSG00000211720",4,9,0,13,3,1
"ENSG00000211721",54,45,23,89,37,4
"ENSG00000211724",27,23,31,39,26,2
"ENSG00000211725",13,8,0,60,6,1
"ENSG00000211727",19,14,3,60,12,2
"ENSG00000211728",36,41,11,43,21,4
"ENSG00000211731",0,0,0,0,0,0
"ENSG00000211734",134,122,28,164,69,4
"ENSG00000211739",1,0,0,3,0,0
"ENSG00000211745",41,23,12,38,9,2
"ENSG00000211746",119,103,56,154,95,15
"ENSG00000211747",175,261,108,234,159,33
"ENSG00000211749",31,29,23,26,42,3
"ENSG00000211750",71,19,30,86,7,9
"ENSG00000211751",2378,1956,812,3609,1488,204
"ENSG00000211752",84,106,6,79,72,2
"ENSG00000211753",170,269,56,205,228,12
"ENSG00000211764",5,1,4,10,5,0
"ENSG00000211765",15,2,1,4,1,0
"ENSG00000211766",3,0,0,8,0,0
"ENSG00000211767",14,15,7,27,3,3
"ENSG00000211768",1,1,0,3,1,0
"ENSG00000211769",1,0,0,1,0,0
"ENSG00000211770",6,6,5,18,2,1
"ENSG00000211771",76,58,42,107,20,3
"ENSG00000211772",4320,3596,1806,6566,2927,437
"ENSG00000211776",18,41,5,30,18,0
"ENSG00000211777",48,53,21,103,33,2
"ENSG00000211778",70,60,63,101,32,19
"ENSG00000211779",43,36,13,39,31,5
"ENSG00000211780",18,23,2,30,7,2
"ENSG00000211781",0,1,0,2,0,0
"ENSG00000211782",55,76,6,52,37,0
"ENSG00000211783",0,0,0,1,0,0
"ENSG00000211784",24,16,7,19,7,0
"ENSG00000211785",198,56,46,177,47,10
"ENSG00000211786",57,41,14,73,21,8
"ENSG00000211787",100,91,37,139,67,4
"ENSG00000211788",87,69,54,114,61,6
"ENSG00000211789",75,82,20,92,73,5
"ENSG00000211790",45,31,10,45,27,0
"ENSG00000211791",124,38,10,143,17,5
"ENSG00000211792",63,44,9,69,16,2
"ENSG00000211793",47,67,21,68,37,1
"ENSG00000211794",55,38,22,71,26,5
"ENSG00000211795",77,43,10,77,40,3
"ENSG00000211796",32,27,22,36,24,7
"ENSG00000211797",59,48,30,89,26,13
"ENSG00000211798",10,9,4,8,5,1
"ENSG00000211799",73,52,14,106,48,2
"ENSG00000211800",43,18,10,38,25,3
"ENSG00000211801",46,64,18,42,42,3
"ENSG00000211802",16,13,11,29,20,3
"ENSG00000211803",45,28,14,34,17,4
"ENSG00000211804",71,13,10,131,8,3
"ENSG00000211805",7,59,7,12,63,1
"ENSG00000211806",24,11,20,19,11,3
"ENSG00000211807",34,28,12,51,18,3
"ENSG00000211808",0,0,0,0,0,0
"ENSG00000211809",18,23,8,11,24,3
"ENSG00000211810",37,43,16,55,35,6
"ENSG00000211812",23,6,2,31,3,1
"ENSG00000211813",7,3,0,3,4,0
"ENSG00000211814",8,16,6,8,12,0
"ENSG00000211815",14,14,3,15,14,1
"ENSG00000211816",2,7,5,4,10,1
"ENSG00000211817",17,23,7,22,10,2
"ENSG00000211818",6,22,6,7,8,0
"ENSG00000211819",3,2,0,1,1,0
"ENSG00000211820",32,14,11,27,10,0
"ENSG00000211821",68,5,18,171,6,8
"ENSG00000211825",30,15,6,51,16,5
"ENSG00000211826",15,7,11,19,5,1
"ENSG00000211827",22,11,9,18,1,1
"ENSG00000211828",17,7,8,18,4,1
"ENSG00000211829",894,485,255,1719,437,80
"ENSG00000211831",1,0,0,0,0,0
"ENSG00000211832",0,0,0,1,0,0
"ENSG00000211833",0,2,0,0,0,0
"ENSG00000211834",1,1,0,1,1,0
"ENSG00000211835",2,1,0,0,0,0
"ENSG00000211836",1,0,0,0,0,0
"ENSG00000211837",1,1,1,1,1,0
"ENSG00000211838",1,1,0,0,1,0
"ENSG00000211839",0,1,1,1,1,0
"ENSG00000211840",3,1,0,8,0,1
"ENSG00000211841",7,8,2,3,2,0
"ENSG00000211842",7,3,0,4,0,0
"ENSG00000211843",2,5,1,7,0,0
"ENSG00000211844",13,9,2,14,3,0
"ENSG00000211845",3,6,11,9,1,0
"ENSG00000211846",11,4,4,2,4,0
"ENSG00000211847",11,5,5,9,4,0
"ENSG00000211848",10,7,4,7,0,2
"ENSG00000211849",7,9,8,6,1,1
"ENSG00000211850",9,5,6,3,0,0
"ENSG00000211851",19,7,7,10,3,3
"ENSG00000211854",9,4,2,6,2,0
"ENSG00000211855",14,9,5,5,1,0
"ENSG00000211856",18,9,6,6,5,0
"ENSG00000211857",13,6,2,7,4,1
"ENSG00000211858",8,7,6,10,1,1
"ENSG00000211859",12,2,3,5,3,2
"ENSG00000211860",19,19,5,5,6,2
"ENSG00000211861",14,5,6,6,3,0
"ENSG00000211862",5,4,6,5,1,0
"ENSG00000211863",17,14,4,10,2,0
"ENSG00000211864",25,20,4,13,7,0
"ENSG00000211865",15,10,8,7,3,1
"ENSG00000211866",27,21,7,22,6,3
"ENSG00000211867",10,8,4,12,0,1
"ENSG00000211868",15,9,9,15,7,0
"ENSG00000211869",18,9,2,9,3,1
"ENSG00000211870",14,17,3,17,11,0
"ENSG00000211871",26,12,1,26,9,1
"ENSG00000211872",20,22,8,17,2,1
"ENSG00000211873",19,18,6,10,5,1
"ENSG00000211875",25,17,3,29,4,1
"ENSG00000211876",29,21,6,18,4,1
"ENSG00000211877",32,18,12,26,2,0
"ENSG00000211878",23,15,4,13,5,5
"ENSG00000211879",50,29,16,21,12,2
"ENSG00000211880",21,27,14,26,8,1
"ENSG00000211881",20,21,7,21,4,0
"ENSG00000211882",24,26,7,28,11,1
"ENSG00000211883",28,15,5,29,9,0
"ENSG00000211884",55,25,10,47,12,5
"ENSG00000211885",34,24,16,30,11,1
"ENSG00000211886",37,39,11,38,11,2
"ENSG00000211887",34,27,13,52,19,3
"ENSG00000211888",30,24,10,51,17,1
"ENSG00000211890",2384,274,271,2639,446,118
"ENSG00000211891",39,13,3,31,6,0
"ENSG00000211892",411,19,10,77,43,4
"ENSG00000211893",1462,275,368,1112,382,131
"ENSG00000211895",4010,1065,1322,2819,2500,546
"ENSG00000211896",1100,391,496,477,371,225
"ENSG00000211897",98,124,164,92,83,112
"ENSG00000211898",437,622,494,893,161,207
"ENSG00000211899",2917,3708,2660,5085,1716,1435
"ENSG00000211900",45,58,32,53,13,14
"ENSG00000211904",6,1,2,3,0,0
"ENSG00000211905",0,0,0,0,0,0
"ENSG00000211907",0,0,0,0,0,0
"ENSG00000211909",0,0,0,0,0,0
"ENSG00000211911",0,4,0,4,3,0
"ENSG00000211912",0,0,0,0,0,0
"ENSG00000211914",0,0,0,1,0,0
"ENSG00000211915",0,0,0,0,0,0
"ENSG00000211917",0,0,0,1,0,0
"ENSG00000211918",0,0,0,0,0,0
"ENSG00000211920",3,0,0,1,0,0
"ENSG00000211921",0,0,0,0,0,0
"ENSG00000211923",1,0,0,0,0,0
"ENSG00000211924",3,2,0,3,2,0
"ENSG00000211925",0,0,0,0,0,0
"ENSG00000211928",0,0,0,0,0,0
"ENSG00000211930",0,1,0,0,0,0
"ENSG00000211931",0,1,1,0,0,0
"ENSG00000211933",35,5,9,14,11,0
"ENSG00000211934",2,36,16,6,16,2
"ENSG00000211935",47,11,7,56,4,1
"ENSG00000211937",24,13,8,21,6,1
"ENSG00000211938",64,25,21,191,16,5
"ENSG00000211941",74,17,9,22,12,3
"ENSG00000211942",14,7,1,14,3,1
"ENSG00000211943",65,37,12,50,14,9
"ENSG00000211944",0,0,0,0,0,0
"ENSG00000211945",35,36,6,68,14,2
"ENSG00000211946",2,7,3,0,1,1
"ENSG00000211947",61,35,23,65,18,2
"ENSG00000211949",121,85,24,131,51,4
"ENSG00000211950",1,2,6,12,2,0
"ENSG00000211951",4,8,0,10,0,0
"ENSG00000211952",2,0,0,0,0,0
"ENSG00000211955",41,35,9,41,26,2
"ENSG00000211956",45,61,9,66,23,1
"ENSG00000211957",1,5,1,0,1,0
"ENSG00000211958",1,1,1,1,0,0
"ENSG00000211959",44,52,17,64,14,4
"ENSG00000211961",0,0,0,0,0,0
"ENSG00000211962",24,14,1,10,11,1
"ENSG00000211964",38,2,13,26,6,0
"ENSG00000211965",27,13,5,34,1,0
"ENSG00000211966",21,21,7,16,14,0
"ENSG00000211967",14,8,4,7,3,0
"ENSG00000211968",6,7,0,5,0,0
"ENSG00000211970",0,3,0,2,3,0
"ENSG00000211972",3,8,1,9,2,0
"ENSG00000211973",0,1,2,12,0,0
"ENSG00000211974",1,0,0,1,0,0
"ENSG00000211976",21,12,5,11,2,8
"ENSG00000211978",4,9,6,11,1,1
"ENSG00000211979",0,1,0,0,0,0
"ENSG00000211991",0,0,0,0,0,0
"ENSG00000211997",0,0,0,0,0,0
"ENSG00000212013",0,0,0,0,0,0
"ENSG00000212014",0,0,0,0,0,0
"ENSG00000212017",0,0,0,0,0,0
"ENSG00000212024",0,0,2,0,1,0
"ENSG00000212027",3,6,4,2,7,2
"ENSG00000212036",0,0,0,0,0,0
"ENSG00000212040",0,0,0,0,0,0
"ENSG00000212051",0,0,0,0,0,0
"ENSG00000212100",0,0,0,0,0,0
"ENSG00000212102",0,1,0,0,0,0
"ENSG00000212122",0,0,0,0,0,0
"ENSG00000212123",25,15,21,22,13,2
"ENSG00000212124",7,8,1,8,3,2
"ENSG00000212125",17,20,8,8,6,6
"ENSG00000212126",7,12,2,9,1,0
"ENSG00000212127",67,79,32,92,41,18
"ENSG00000212128",3,8,2,1,3,1
"ENSG00000212133",0,0,0,0,0,0
"ENSG00000212134",0,0,0,0,0,0
"ENSG00000212135",2,2,0,2,1,0
"ENSG00000212136",0,0,0,0,0,0
"ENSG00000212138",3,1,1,0,2,1
"ENSG00000212140",0,0,0,0,0,0
"ENSG00000212144",0,0,0,0,0,0
"ENSG00000212145",1,0,0,0,0,0
"ENSG00000212146",0,0,0,2,0,0
"ENSG00000212147",0,0,0,0,0,0
"ENSG00000212149",0,0,0,0,0,0
"ENSG00000212153",0,0,0,0,0,0
"ENSG00000212154",0,0,0,0,0,0
"ENSG00000212156",0,0,0,0,0,0
"ENSG00000212157",0,0,0,0,0,0
"ENSG00000212158",0,0,0,0,0,0
"ENSG00000212160",0,0,0,0,0,0
"ENSG00000212161",1,0,0,1,0,2
"ENSG00000212163",0,3,0,0,1,0
"ENSG00000212165",0,0,0,0,0,0
"ENSG00000212167",0,0,0,0,0,0
"ENSG00000212168",0,0,0,0,0,0
"ENSG00000212170",0,1,0,0,1,0
"ENSG00000212171",0,0,0,0,0,0
"ENSG00000212172",0,0,0,0,0,0
"ENSG00000212175",0,0,0,0,0,0
"ENSG00000212176",6,2,18,3,4,16
"ENSG00000212181",0,0,0,0,0,0
"ENSG00000212182",0,0,0,0,0,0
"ENSG00000212184",0,0,0,0,0,0
"ENSG00000212186",0,0,0,0,0,0
"ENSG00000212187",0,0,0,0,0,0
"ENSG00000212189",0,0,0,0,0,0
"ENSG00000212190",0,0,0,0,0,0
"ENSG00000212191",0,0,0,0,0,0
"ENSG00000212195",12,45,5,28,2,4
"ENSG00000212199",0,0,0,0,0,0
"ENSG00000212204",0,0,0,0,0,0
"ENSG00000212205",0,0,0,0,1,0
"ENSG00000212206",0,0,0,0,0,0
"ENSG00000212207",2,0,1,0,0,0
"ENSG00000212211",0,0,0,0,0,0
"ENSG00000212214",0,0,0,0,0,0
"ENSG00000212215",0,0,0,0,0,0
"ENSG00000212216",0,0,0,0,0,0
"ENSG00000212219",0,0,0,0,0,0
"ENSG00000212221",0,0,0,0,0,0
"ENSG00000212224",0,0,1,0,0,0
"ENSG00000212226",1,1,0,1,0,1
"ENSG00000212228",0,0,0,0,0,0
"ENSG00000212229",0,0,0,0,0,0
"ENSG00000212230",0,0,0,0,0,0
"ENSG00000212232",14,24,4,34,10,2
"ENSG00000212237",0,0,0,0,0,0
"ENSG00000212238",0,0,0,0,0,0
"ENSG00000212240",0,0,0,0,0,0
"ENSG00000212241",0,0,0,0,0,0
"ENSG00000212242",0,0,0,0,0,0
"ENSG00000212246",1,0,0,0,0,0
"ENSG00000212247",0,0,0,0,0,0
"ENSG00000212248",0,0,0,3,0,0
"ENSG00000212249",0,0,0,0,0,0
"ENSG00000212251",0,0,0,0,0,0
"ENSG00000212257",7,5,19,2,4,3
"ENSG00000212258",0,0,0,0,0,0
"ENSG00000212259",0,0,0,0,0,0
"ENSG00000212260",0,0,0,0,0,0
"ENSG00000212264",0,0,0,0,0,0
"ENSG00000212265",0,0,0,0,0,0
"ENSG00000212266",0,0,0,0,0,0
"ENSG00000212269",0,0,0,0,0,0
"ENSG00000212270",0,0,0,0,0,0
"ENSG00000212273",0,0,0,0,0,0
"ENSG00000212276",0,0,0,0,0,0
"ENSG00000212278",0,0,0,0,0,0
"ENSG00000212279",1,0,0,0,1,1
"ENSG00000212280",0,0,0,0,0,0
"ENSG00000212282",0,0,0,0,0,0
"ENSG00000212283",9,16,53,17,46,37
"ENSG00000212289",0,0,0,0,0,0
"ENSG00000212290",0,0,0,0,0,0
"ENSG00000212292",0,0,0,0,0,0
"ENSG00000212293",0,0,0,0,0,0
"ENSG00000212295",0,0,0,0,0,0
"ENSG00000212296",22,18,11,12,3,6
"ENSG00000212297",0,0,0,0,0,0
"ENSG00000212298",0,0,0,0,0,0
"ENSG00000212302",0,0,2,0,0,0
"ENSG00000212303",0,0,0,0,0,0
"ENSG00000212304",0,0,0,0,0,0
"ENSG00000212305",0,0,0,0,0,0
"ENSG00000212306",2,2,1,1,0,2
"ENSG00000212308",0,0,0,0,0,0
"ENSG00000212309",0,0,0,0,0,0
"ENSG00000212312",0,0,0,0,0,0
"ENSG00000212314",0,0,0,0,0,0
"ENSG00000212316",2,2,6,0,3,1
"ENSG00000212319",0,0,0,0,0,0
"ENSG00000212321",0,0,0,0,0,0
"ENSG00000212324",0,0,0,0,0,0
"ENSG00000212325",0,0,0,0,0,0
"ENSG00000212327",0,0,0,0,0,0
"ENSG00000212329",0,0,0,0,0,0
"ENSG00000212330",0,0,0,0,0,0
"ENSG00000212331",0,0,0,0,0,0
"ENSG00000212332",0,0,0,0,0,0
"ENSG00000212333",0,0,0,0,0,0
"ENSG00000212335",0,0,0,0,1,1
"ENSG00000212336",0,0,0,0,0,0
"ENSG00000212338",0,0,0,0,0,0
"ENSG00000212340",0,0,0,0,0,0
"ENSG00000212342",0,0,0,0,0,0
"ENSG00000212344",2,0,0,0,0,0
"ENSG00000212345",0,0,0,0,0,0
"ENSG00000212347",0,0,0,0,0,0
"ENSG00000212348",7,2,4,2,3,3
"ENSG00000212354",0,0,0,0,0,0
"ENSG00000212358",0,0,0,0,0,0
"ENSG00000212359",0,0,0,0,0,0
"ENSG00000212360",0,0,0,0,0,0
"ENSG00000212363",0,0,0,0,0,0
"ENSG00000212365",0,0,0,0,0,0
"ENSG00000212366",0,0,0,0,0,0
"ENSG00000212368",0,0,0,0,0,0
"ENSG00000212370",0,1,1,1,0,1
"ENSG00000212371",17,14,11,9,13,8
"ENSG00000212373",0,0,0,0,0,0
"ENSG00000212374",0,0,0,0,0,0
"ENSG00000212377",0,0,0,0,0,0
"ENSG00000212378",0,0,0,0,0,0
"ENSG00000212379",0,0,0,0,0,0
"ENSG00000212380",0,0,0,0,0,0
"ENSG00000212382",0,0,0,0,0,0
"ENSG00000212383",0,0,0,0,0,0
"ENSG00000212384",0,0,0,0,0,0
"ENSG00000212385",0,1,0,0,0,0
"ENSG00000212387",0,0,0,0,0,0
"ENSG00000212388",0,0,0,0,0,0
"ENSG00000212389",2,4,1,2,1,0
"ENSG00000212391",0,0,0,0,0,0
"ENSG00000212392",0,0,0,0,0,0
"ENSG00000212395",0,0,0,0,0,0
"ENSG00000212396",0,0,0,0,0,0
"ENSG00000212397",0,0,0,0,0,0
"ENSG00000212398",0,0,0,0,0,0
"ENSG00000212402",0,0,1,1,0,1
"ENSG00000212404",0,0,0,0,0,0
"ENSG00000212407",0,0,0,0,0,0
"ENSG00000212409",0,0,0,0,0,0
"ENSG00000212410",0,0,0,0,0,0
"ENSG00000212411",0,0,0,0,0,0
"ENSG00000212413",0,6,0,2,2,1
"ENSG00000212414",0,0,0,0,0,0
"ENSG00000212415",0,0,0,0,0,0
"ENSG00000212418",0,0,0,1,1,2
"ENSG00000212420",3,2,2,1,0,0
"ENSG00000212421",0,0,0,0,0,0
"ENSG00000212422",0,0,0,0,0,0
"ENSG00000212424",0,0,0,0,0,0
"ENSG00000212425",0,0,0,0,0,0
"ENSG00000212428",0,0,0,0,0,0
"ENSG00000212429",0,0,0,0,0,0
"ENSG00000212432",0,0,1,0,0,0
"ENSG00000212433",0,0,0,0,0,0
"ENSG00000212434",1,0,0,0,0,0
"ENSG00000212440",0,0,0,0,0,0
"ENSG00000212441",0,0,0,0,0,0
"ENSG00000212442",0,0,0,0,0,0
"ENSG00000212443",76,56,9,48,9,15
"ENSG00000212445",2,1,2,1,0,0
"ENSG00000212446",0,0,0,0,0,0
"ENSG00000212447",1,2,0,1,0,0
"ENSG00000212448",0,0,0,0,0,0
"ENSG00000212450",0,0,0,0,0,0
"ENSG00000212451",1,3,0,0,0,1
"ENSG00000212452",4,3,1,1,0,0
"ENSG00000212454",0,0,0,0,0,0
"ENSG00000212455",0,0,0,0,0,0
"ENSG00000212457",0,0,0,0,0,0
"ENSG00000212458",0,0,0,1,1,3
"ENSG00000212459",0,0,0,0,0,0
"ENSG00000212460",0,0,0,0,0,0
"ENSG00000212461",0,0,0,0,0,0
"ENSG00000212464",8,5,6,6,8,6
"ENSG00000212466",0,0,0,0,0,0
"ENSG00000212468",0,0,0,0,0,0
"ENSG00000212469",1,2,0,0,2,0
"ENSG00000212473",0,0,0,0,0,0
"ENSG00000212475",0,0,0,0,0,0
"ENSG00000212479",0,0,0,0,0,0
"ENSG00000212482",0,0,0,0,0,0
"ENSG00000212485",1,0,0,0,3,3
"ENSG00000212489",0,0,0,0,0,0
"ENSG00000212490",0,0,0,0,0,0
"ENSG00000212493",8,3,1,6,6,0
"ENSG00000212495",0,0,0,0,0,0
"ENSG00000212496",0,0,0,0,0,0
"ENSG00000212497",0,0,0,1,0,0
"ENSG00000212498",0,0,0,0,0,0
"ENSG00000212499",0,0,0,0,0,0
"ENSG00000212505",0,0,0,0,0,0
"ENSG00000212510",0,0,0,0,0,0
"ENSG00000212511",0,0,0,0,0,0
"ENSG00000212512",0,0,0,0,0,0
"ENSG00000212516",0,0,0,0,0,0
"ENSG00000212517",0,0,1,0,0,0
"ENSG00000212518",0,0,0,0,0,0
"ENSG00000212520",0,0,0,0,0,0
"ENSG00000212521",0,0,1,0,0,0
"ENSG00000212525",0,0,0,0,0,0
"ENSG00000212526",3,7,8,2,1,4
"ENSG00000212527",0,0,0,0,0,0
"ENSG00000212528",0,0,0,0,0,0
"ENSG00000212529",0,0,0,0,0,0
"ENSG00000212532",0,0,0,0,0,0
"ENSG00000212533",0,0,0,0,0,0
"ENSG00000212534",3,7,0,1,2,0
"ENSG00000212535",7,4,2,4,5,0
"ENSG00000212536",1,3,0,4,5,2
